# Paste VBA tblRatings data below
# Format expected: PlayerID, WeekNo, Rating (or whatever columns are in tblRatings)
# 
# This will help debug the rating calculation differences
#
# Also paste tblPlayerResult if available - it contains:
# PlayerResultID, FrameNo, WeekNo, MatchNo, PlayerID, Played (opponent), Result, EightBall
#

--- PASTE tblRatings DATA BELOW ---


--- PASTE tblPlayerResult DATA BELOW (if available) ---


ID	WeekNo	PlayerID	Rating
318	4	39	975
319	4	40	986
320	4	41	1125
321	4	42	1036
322	4	43	939
323	4	44	1142
324	4	45	1093
325	4	46	997
326	4	47	1342
327	4	48	771
328	4	49	1094
329	4	51	1250
330	4	53	987
331	4	54	1266
332	4	58	1068
333	4	59	1031
334	4	60	1117
335	4	61	1165
336	4	62	994
337	4	63	1109
338	4	65	1184
339	4	66	1052
340	4	67	1275
341	4	68	1080
342	4	72	1081
343	4	73	985
344	4	75	1040
345	4	77	830
346	4	78	1038
347	4	80	1007
348	4	81	1023
349	4	83	930
350	4	85	1041
351	4	86	1064
352	4	87	979
353	4	88	1240
354	4	89	1064
355	4	90	906
356	4	93	1267
357	4	95	889
358	4	96	991
359	4	97	1094
360	4	98	1068
361	4	99	1111
362	4	100	927
363	4	101	1113
364	4	102	863
365	4	103	825
366	4	104	874
367	4	105	1017
368	4	106	768
369	4	107	853
370	4	108	1029
371	4	109	1014
372	4	110	1048
373	4	111	800
374	4	112	840
375	4	113	829
376	5	0	1067
377	5	1	1046
378	5	2	977
379	5	3	926
380	5	4	974
381	5	5	1121
382	5	6	1084
383	5	7	1099
384	5	8	949
385	5	9	983
386	5	10	937
387	5	11	1205
388	5	12	1079
389	5	13	1058
390	5	14	893
391	5	15	1092
392	5	16	930
393	5	17	904
394	5	18	795
395	5	19	940
396	5	20	1117
397	5	21	819
398	5	22	1073
399	5	23	972
400	5	24	774
401	5	26	1051
402	5	27	1066
403	5	28	1179
404	5	29	1213
405	5	30	909
406	5	31	1115
407	5	32	1075
408	5	33	765
409	5	34	814
410	5	35	1214
411	5	37	1149
412	5	38	1052
413	5	39	1054
414	5	40	1009
415	5	41	1072
416	5	42	1072
417	5	43	973
418	5	44	1124
419	5	45	1060
420	5	46	1071
421	5	47	1237
422	5	48	811
423	5	49	1106
424	5	51	1213
425	5	53	1001
426	5	54	1231
427	5	58	1057
428	5	59	1113
429	5	60	1206
430	5	61	1153
431	5	62	1015
432	5	63	1068
433	5	65	1130
434	5	66	987
435	5	67	1224
436	5	68	1032
437	5	72	1137
438	5	73	1139
439	5	75	1086
440	5	77	818
441	5	78	1056
442	5	80	1122
443	5	81	1139
444	5	83	1070
445	5	85	946
446	5	86	1112
447	5	87	1062
448	5	88	1237
449	5	89	1125
450	5	90	852
451	5	93	1280
452	5	95	917
453	5	96	1200
454	5	97	1082
455	5	98	999
456	5	99	1191
457	5	100	850
458	5	101	1185
459	5	102	864
460	5	103	809
461	5	104	869
462	5	105	1062
463	5	106	723
464	5	107	811
465	5	108	1063
466	5	109	1071
467	5	110	886
468	5	111	857
469	5	112	832
470	5	113	889
471	5	114	786
472	5	115	707
473	5	116	1114
474	6	0	1091
475	6	1	971
476	6	2	960
477	6	3	885
478	6	4	929
479	6	5	1122
480	6	6	1140
481	6	7	1074
482	6	8	980
483	6	9	987
484	6	10	961
485	6	11	1179
486	6	12	954
487	6	13	1001
488	6	14	947
489	6	15	1116
490	6	16	930
491	6	17	921
492	6	18	850
493	6	19	986
494	6	20	1208
495	6	21	872
496	6	22	1153
497	6	23	987
498	6	24	819
499	6	26	1104
500	6	27	1092
501	6	28	1009
502	6	29	1187
503	6	30	990
504	6	31	1005
505	6	32	1096
506	6	33	754
507	6	34	795
508	6	35	1046
509	6	37	1191
510	6	38	1006
511	6	39	1107
512	6	40	1031
513	6	41	1090
514	6	42	1088
515	6	43	1081
516	6	44	1149
517	6	45	1144
518	6	46	1043
519	6	47	1199
520	6	48	951
521	6	49	1131
522	6	51	1274
523	6	53	1027
524	6	54	1227
525	6	55	805
526	6	58	1107
527	6	59	1195
528	6	60	1141
529	6	61	1070
530	6	62	1009
531	6	63	1086
532	6	65	1122
533	6	66	989
534	6	67	1259
535	6	68	1062
536	6	72	1137
537	6	73	1147
538	6	75	1063
539	6	77	872
540	6	78	1113
541	6	80	1118
542	6	81	1138
543	6	83	1086
544	6	85	962
545	6	86	1174
546	6	87	1144
547	6	88	1197
548	6	89	1089
549	6	90	1045
550	6	93	1252
551	6	95	944
552	6	96	1134
553	6	97	1072
554	6	98	1010
555	6	99	1191
556	6	100	897
557	6	101	1116
558	6	102	854
559	6	103	822
560	6	104	830
561	6	105	965
562	6	106	903
563	6	107	846
564	6	108	1040
565	6	109	919
566	6	110	924
567	6	111	779
568	6	112	824
569	6	113	892
570	6	114	865
571	6	115	746
572	6	116	1312
573	6	117	1291
574	7	0	1115
575	7	1	1096
576	7	2	958
577	7	3	928
578	7	4	942
579	7	5	1178
580	7	6	1180
581	7	7	1097
582	7	8	1000
583	7	9	987
584	7	10	1017
585	7	11	1199
586	7	12	967
587	7	13	1060
588	7	14	931
589	7	15	1089
590	7	16	929
591	7	17	920
592	7	18	795
593	7	19	981
594	7	20	1082
595	7	21	852
596	7	22	1170
597	7	23	987
598	7	24	860
599	7	26	1050
600	7	27	1055
601	7	28	1043
602	7	29	1231
603	7	30	1052
604	7	31	1012
605	7	32	1074
606	7	33	778
607	7	34	792
608	7	35	1070
609	7	37	1195
610	7	38	1041
611	7	39	1190
612	7	40	1080
613	7	41	1159
614	7	42	1106
615	7	43	1074
616	7	44	1144
617	7	45	1164
618	7	46	1055
619	7	47	1109
620	7	48	964
621	7	49	1087
622	7	51	1237
623	7	53	1102
624	7	54	1174
625	7	55	908
626	7	58	1154
627	7	59	1167
628	7	60	1096
629	7	61	1067
630	7	62	1020
631	7	63	1124
632	7	65	1131
633	7	66	1007
634	7	67	1283
635	7	68	1068
636	7	72	1161
637	7	73	1143
638	7	75	1095
639	7	77	927
640	7	78	1110
641	7	80	1103
642	7	81	1124
643	7	83	1175
644	7	85	1011
645	7	86	1186
646	7	87	1131
647	7	88	1256
648	7	89	1051
649	7	90	1044
650	7	93	1232
651	7	95	985
652	7	96	1155
653	7	97	1058
654	7	98	1036
655	7	99	1244
656	7	100	860
657	7	101	1140
658	7	102	863
659	7	103	849
660	7	104	940
661	7	105	1074
662	7	106	875
663	7	107	883
664	7	108	967
665	7	109	962
666	7	110	914
667	7	111	815
668	7	112	798
669	7	113	859
670	7	114	799
671	7	115	733
672	7	116	1318
673	7	117	1195
674	7	118	1224
675	7	119	735
676	7	120	920
677	8	0	1140
678	8	1	1074
679	8	2	1046
680	8	3	970
681	8	4	990
682	8	5	1193
683	8	6	1138
684	8	7	1087
685	8	8	1053
686	8	9	995
687	8	10	1016
688	8	11	1169
689	8	12	962
690	8	13	1101
691	8	14	914
692	8	15	1102
693	8	16	1008
694	8	17	945
695	8	18	826
696	8	19	998
697	8	20	1086
698	8	21	878
699	8	22	1144
700	8	23	1008
701	8	24	872
702	8	26	1074
703	8	27	1010
704	8	28	1073
705	8	29	1247
706	8	30	1116
707	8	31	983
708	8	32	1025
709	8	33	1018
710	8	34	798
711	8	35	1046
712	8	37	1177
713	8	38	1053
714	8	39	1245
715	8	40	1105
716	8	41	1170
717	8	42	1135
718	8	43	1091
719	8	44	1243
720	8	45	1182
721	8	46	1112
722	8	47	1099
723	8	48	1009
724	8	49	1108
725	8	51	1226
726	8	52	1061
727	8	53	1115
728	8	54	1172
729	8	55	894
730	8	58	1182
731	8	59	1183
732	8	60	1075
733	8	61	1062
734	8	62	1048
735	8	63	1149
736	8	65	1146
737	8	66	1034
738	8	67	1275
739	8	68	1106
740	8	72	1148
741	8	73	1156
742	8	75	1079
743	8	77	975
744	8	78	1124
745	8	80	1063
746	8	81	1126
747	8	83	1183
748	8	84	1038
749	8	85	1000
750	8	86	1129
751	8	87	1148
752	8	88	1231
753	8	89	1071
754	8	90	1015
755	8	93	1269
756	8	95	976
757	8	96	1095
758	8	97	1083
759	8	98	1083
760	8	99	1253
761	8	100	883
762	8	101	1123
763	8	102	864
764	8	103	856
765	8	104	895
766	8	105	1060
767	8	106	955
768	8	107	885
769	8	108	979
770	8	109	970
771	8	110	943
772	8	111	812
773	8	112	803
774	8	113	867
775	8	114	809
776	8	115	731
777	8	116	1215
778	8	117	1213
779	8	118	1287
780	8	119	772
781	8	120	922
782	8	121	1252
783	9	0	1166
784	9	1	1053
785	9	2	1020
786	9	3	1017
787	9	4	1013
788	9	5	1199
789	9	6	1166
790	9	7	1106
791	9	8	1051
792	9	9	1046
793	9	10	1023
794	9	11	1166
795	9	12	974
796	9	13	1130
797	9	14	915
798	9	15	1077
799	9	16	985
800	9	17	951
801	9	18	826
802	9	19	982
803	9	20	1102
804	9	21	922
805	9	22	1185
806	9	23	1003
807	9	24	868
808	9	26	1059
809	9	27	1003
810	9	28	1126
811	9	29	1167
812	9	30	1129
813	9	31	971
814	9	32	1024
815	9	33	1100
816	9	34	893
817	9	35	1081
818	9	37	1163
819	9	38	1123
820	9	39	1253
821	9	40	1134
822	9	41	1246
823	9	42	1176
824	9	43	1112
825	9	44	1250
826	9	45	1232
827	9	46	1086
828	9	47	1102
829	9	48	1003
830	9	49	1145
831	9	51	1187
832	9	52	1124
833	9	53	1143
834	9	54	1184
835	9	55	906
836	9	58	1196
837	9	59	1205
838	9	60	1124
839	9	61	1080
840	9	62	1069
841	9	63	1093
842	9	65	1131
843	9	66	1039
844	9	67	1254
845	9	68	1120
846	9	72	1152
847	9	73	1162
848	9	75	1156
849	9	77	997
850	9	78	1114
851	9	80	1161
852	9	81	1091
853	9	83	1254
854	9	84	1047
855	9	85	1021
856	9	86	1161
857	9	87	1130
858	9	88	1262
859	9	89	1135
860	9	90	1048
861	9	93	1247
862	9	95	982
863	9	96	1107
864	9	97	1121
865	9	98	1081
866	9	99	1261
867	9	100	943
868	9	101	1157
869	9	102	864
870	9	103	862
871	9	104	933
872	9	105	1103
873	9	106	937
874	9	107	890
875	9	108	988
876	9	109	983
877	9	110	957
878	9	111	823
879	9	112	801
880	9	113	878
881	9	114	793
882	9	115	868
883	9	116	1231
884	9	117	1282
885	9	118	1273
886	9	119	764
887	9	120	1056
888	9	121	1241
889	9	122	772
890	9	123	1016
891	10	0	1192
892	10	1	1038
893	10	2	1073
894	10	3	1004
895	10	4	1010
896	10	5	1197
897	10	6	1162
898	10	7	1115
899	10	8	1034
900	10	9	1062
901	10	10	1048
902	10	11	1176
903	10	12	1041
904	10	13	1165
905	10	14	928
906	10	15	1174
907	10	16	985
908	10	17	1050
909	10	18	849
910	10	19	1037
911	10	20	1131
912	10	21	964
913	10	22	1214
914	10	23	1021
915	10	24	874
916	10	26	1077
917	10	27	1006
918	10	28	1126
919	10	29	1173
920	10	30	1088
921	10	31	981
922	10	32	1039
923	10	33	1136
924	10	34	903
925	10	35	1089
926	10	37	1225
927	10	38	1111
928	10	39	1275
929	10	40	1163
930	10	41	1243
931	10	42	1193
932	10	43	1148
933	10	44	1263
934	10	45	1257
935	10	46	1100
936	10	47	1090
937	10	48	1086
938	10	49	1115
939	10	51	1207
940	10	52	1134
941	10	53	1147
942	10	54	1186
943	10	55	1030
944	10	58	1228
945	10	59	1199
946	10	60	1143
947	10	61	1058
948	10	62	1092
949	10	63	1119
950	10	65	1114
951	10	66	1062
952	10	67	1310
953	10	68	1138
954	10	72	1165
955	10	73	1176
956	10	75	1143
957	10	77	1025
958	10	78	1145
959	10	80	1173
960	10	81	1069
961	10	83	1256
962	10	84	1070
963	10	85	1031
964	10	86	1109
965	10	87	1183
966	10	88	1315
967	10	89	1105
968	10	90	1057
969	10	93	1233
970	10	95	970
971	10	96	1106
972	10	97	1130
973	10	98	1113
974	10	99	1264
975	10	100	987
976	10	101	1174
977	10	102	889
978	10	103	861
979	10	104	925
980	10	105	1108
981	10	106	943
982	10	107	871
983	10	108	1001
984	10	109	914
985	10	110	977
986	10	111	839
987	10	112	823
988	10	113	871
989	10	114	792
990	10	115	843
991	10	116	1180
992	10	117	1322
993	10	118	1299
994	10	119	780
995	10	120	1079
996	10	121	1265
997	10	122	825
998	10	123	965
999	10	124	1301
1000	10	125	910
1001	11	0	1219
1002	11	1	1093
1003	11	2	1066
1004	11	3	1090
1005	11	4	1067
1006	11	5	1233
1007	11	6	1179
1008	11	7	1128
1009	11	8	1050
1010	11	9	1092
1011	11	10	1064
1012	11	11	1188
1013	11	12	1103
1014	11	13	1175
1015	11	14	957
1016	11	15	1145
1017	11	16	999
1018	11	17	1040
1019	11	18	848
1020	11	19	998
1021	11	20	1135
1022	11	21	988
1023	11	22	1180
1024	11	23	1032
1025	11	24	872
1026	11	26	1076
1027	11	27	1032
1028	11	28	1144
1029	11	29	1118
1030	11	30	1152
1031	11	31	1028
1032	11	32	1044
1033	11	33	1180
1034	11	34	915
1035	11	35	1057
1036	11	37	1189
1037	11	38	1126
1038	11	39	1276
1039	11	40	1183
1040	11	41	1272
1041	11	42	1222
1042	11	43	1163
1043	11	44	1261
1044	11	45	1252
1045	11	46	1116
1046	11	47	1132
1047	11	48	1077
1048	11	49	1117
1049	11	50	1212
1050	11	51	1249
1051	11	52	1153
1052	11	53	1211
1053	11	54	1247
1054	11	55	1037
1055	11	57	1435
1056	11	58	1261
1057	11	59	1241
1058	11	60	1116
1059	11	61	1077
1060	11	62	1095
1061	11	63	1099
1062	11	65	1149
1063	11	66	1065
1064	11	67	1340
1065	11	68	1106
1066	11	72	1155
1067	11	73	1149
1068	11	75	1165
1069	11	77	1022
1070	11	78	1141
1071	11	80	1170
1072	11	81	1066
1073	11	83	1233
1074	11	84	1089
1075	11	85	1062
1076	11	86	1124
1077	11	87	1195
1078	11	88	1304
1079	11	89	1116
1080	11	90	1071
1081	11	93	1272
1082	11	95	972
1083	11	96	1145
1084	11	97	1133
1085	11	98	1044
1086	11	99	1303
1087	11	100	1014
1088	11	101	1187
1089	11	102	903
1090	11	103	884
1091	11	104	950
1092	11	105	1143
1093	11	106	938
1094	11	107	908
1095	11	108	1016
1096	11	109	929
1097	11	110	976
1098	11	111	866
1099	11	112	824
1100	11	113	894
1101	11	114	841
1102	11	115	871
1103	11	116	1213
1104	11	117	1284
1105	11	118	1312
1106	11	119	787
1107	11	120	1033
1108	11	121	1282
1109	11	122	817
1110	11	123	1233
1111	11	124	1280
1112	11	125	921
1113	11	126	846
1114	12	0	1247
1115	12	1	1096
1116	12	2	1071
1117	12	3	1090
1118	12	4	1051
1119	12	5	1250
1120	12	6	1190
1121	12	7	1150
1122	12	8	1056
1123	12	9	1140
1124	12	10	1061
1125	12	11	1203
1126	12	12	1107
1127	12	13	1191
1128	12	14	975
1129	12	15	1184
1130	12	16	991
1131	12	17	1052
1132	12	18	858
1133	12	19	1004
1134	12	20	1191
1135	12	21	1004
1136	12	22	1200
1137	12	23	1039
1138	12	24	871
1139	12	26	1117
1140	12	27	1049
1141	12	28	1157
1142	12	29	1135
1143	12	30	1153
1144	12	31	1033
1145	12	32	1066
1146	12	33	1191
1147	12	34	947
1148	12	35	1101
1149	12	36	1408
1150	12	37	1213
1151	12	38	1187
1152	12	39	1276
1153	12	40	1191
1154	12	41	1276
1155	12	42	1232
1156	12	43	1226
1157	12	44	1321
1158	12	45	1269
1159	12	46	1148
1160	12	47	1164
1161	12	48	1103
1162	12	49	1114
1163	12	50	1123
1164	12	51	1249
1165	12	52	1186
1166	12	53	1197
1167	12	54	1258
1168	12	55	1065
1169	12	57	1406
1170	12	58	1257
1171	12	59	1248
1172	12	60	1096
1173	12	61	1122
1174	12	62	1122
1175	12	63	1083
1176	12	65	1165
1177	12	66	1083
1178	12	67	1347
1179	12	68	1110
1180	12	72	1181
1181	12	73	1150
1182	12	75	1130
1183	12	77	1081
1184	12	78	1149
1185	12	80	1176
1186	12	81	1102
1187	12	82	1388
1188	12	83	1257
1189	12	84	1104
1190	12	85	1090
1191	12	86	1109
1192	12	87	1269
1193	12	88	1315
1194	12	89	1142
1195	12	90	1087
1196	12	93	1266
1197	12	95	993
1198	12	96	1138
1199	12	97	1101
1200	12	98	1063
1201	12	99	1284
1202	12	100	1022
1203	12	101	1206
1204	12	102	928
1205	12	103	906
1206	12	104	938
1207	12	105	1158
1208	12	106	969
1209	12	107	912
1210	12	108	1024
1211	12	109	948
1212	12	110	1002
1213	12	111	880
1214	12	112	840
1215	12	113	906
1216	12	114	872
1217	12	115	885
1218	12	116	1204
1219	12	117	1310
1220	12	118	1352
1221	12	119	811
1222	12	120	1056
1223	12	121	1260
1224	12	122	932
1225	12	123	1227
1226	12	124	1280
1227	12	125	922
1228	12	126	971
1229	12	127	759
1230	13	0	1276
1231	13	1	1118
1232	13	2	1088
1233	13	3	1111
1234	13	4	1074
1235	13	5	1295
1236	13	6	1200
1237	13	7	1162
1238	13	8	1067
1239	13	9	1159
1240	13	10	1071
1241	13	11	1217
1242	13	12	1125
1243	13	13	1211
1244	13	14	971
1245	13	15	1198
1246	13	16	1012
1247	13	17	1069
1248	13	18	876
1249	13	19	1015
1250	13	20	1200
1251	13	21	1020
1252	13	22	1207
1253	13	23	1058
1254	13	24	879
1255	13	26	1122
1256	13	27	1051
1257	13	28	1173
1258	13	29	1141
1259	13	30	1176
1260	13	31	1051
1261	13	32	1072
1262	13	33	1207
1263	13	34	954
1264	13	35	1111
1265	13	36	1397
1266	13	37	1232
1267	13	38	1198
1268	13	39	1296
1269	13	40	1210
1270	13	41	1287
1271	13	42	1247
1272	13	43	1246
1273	13	44	1333
1274	13	45	1284
1275	13	46	1161
1276	13	47	1183
1277	13	48	1114
1278	13	49	1133
1279	13	50	1185
1280	13	51	1272
1281	13	52	1211
1282	13	53	1233
1283	13	54	1268
1284	13	55	1083
1285	13	57	1441
1286	13	58	1279
1287	13	59	1269
1288	13	60	1109
1289	13	61	1136
1290	13	62	1122
1291	13	63	1098
1292	13	65	1185
1293	13	66	1100
1294	13	67	1359
1295	13	68	1124
1296	13	72	1190
1297	13	73	1161
1298	13	75	1165
1299	13	77	1091
1300	13	78	1158
1301	13	80	1186
1302	13	81	1111
1303	13	82	1368
1304	13	83	1272
1305	13	84	1144
1306	13	85	1104
1307	13	86	1118
1308	13	87	1281
1309	13	88	1324
1310	13	89	1154
1311	13	90	1095
1312	13	93	1286
1313	13	95	1036
1314	13	96	1165
1315	13	97	1148
1316	13	98	1087
1317	13	99	1307
1318	13	100	1043
1319	13	101	1219
1320	13	102	943
1321	13	103	919
1322	13	104	967
1323	13	105	1180
1324	13	106	977
1325	13	107	925
1326	13	108	1023
1327	13	109	955
1328	13	110	1002
1329	13	111	878
1330	13	112	869
1331	13	113	924
1332	13	114	878
1333	13	115	887
1334	13	116	1231
1335	13	117	1322
1336	13	118	1387
1337	13	119	833
1338	13	120	1061
1339	13	121	1262
1340	13	122	932
1341	13	123	1248
1342	13	124	1283
1343	13	125	944
1344	13	126	964
1345	13	127	773
