# VBA tblmatchdetail data
# Paste data below:

MatchDetailID	MatchNo	Player1	Player2	HomeScore	AwayScore	HomeVoid	AwayVoid	FrameNo	Achived8Ball
1431	45	40	106	1	0	0	0	6	0
1432	45	41	21	1	0	0	0	7	0
1433	45	42	19	1	0	0	0	8	0
1434	45	51	22	0	1	0	0	9	0
1435	45	52	67	0	1	0	0	10	0
1436	45	40	20	0	1	0	0	11	0
1437	45	41	22	1	0	0	0	12	0
1438	45	42	67	1	0	0	0	13	0
1439	45	51	21	1	0	0	0	14	0
1440	45	40	19	1	0	0	0	15	0
1441	46	31	75	0	1	0	0	1	0
1442	46	11	75	0	1	0	0	2	0
1443	46	29	93	0	1	0	0	3	0
1444	46	13	75	0	1	0	0	4	0
1445	46	31	97	0	1	0	0	5	0
1446	46	33	95	1	0	0	0	6	0
1447	46	29	97	1	0	0	0	7	0
1448	46	11	93	1	0	0	0	8	0
1449	46	33	53	0	1	0	0	9	0
1450	46	13	95	1	0	0	0	10	0
1451	46	29	53	0	1	0	0	11	0
1452	46	11	97	0	1	0	0	12	0
1453	46	33	93	1	0	0	0	13	0
1454	46	31	95	0	1	0	0	14	0
1455	46	13	53	1	0	0	0	15	0
1456	47	15	117	0	1	0	0	1	0
1457	47	14	47	0	1	0	0	2	0
1458	47	116	43	1	0	0	0	3	0
1459	47	17	45	0	1	0	0	4	0
1460	47	27	59	0	1	0	0	5	0
1461	47	16	44	0	1	0	0	6	0
1462	47	14	117	0	1	0	0	7	0
1463	47	116	47	1	0	0	0	8	0
1464	47	15	45	0	1	0	0	9	0
1465	47	17	59	0	1	0	0	10	0
1466	47	27	44	0	1	0	0	11	0
1467	47	16	43	0	1	0	0	12	0
1468	47	116	117	0	1	0	0	13	0
1469	47	14	59	0	1	0	0	14	0
1470	47	16	45	0	1	0	0	15	0
1471	48	89	2	1	0	0	0	1	0
1472	48	120	63	1	0	0	0	2	0
1473	48	122	1	0	1	0	0	3	0
1474	48	65	4	1	0	0	0	4	0
1475	48	26	3	1	0	0	0	5	0
1476	48	34	2	1	0	0	0	6	0
1477	48	89	63	1	0	0	0	7	0
1478	48	120	1	1	0	0	0	8	0
1479	48	122	4	0	1	0	0	9	0
1480	48	65	3	0	1	0	0	10	0
1481	48	26	2	0	1	0	0	11	0
1482	48	34	123	0	1	0	0	12	0
1483	48	120	4	0	1	0	0	13	0
1484	48	89	1	1	0	0	0	14	0
1485	48	122	3	0	1	0	0	15	0
1486	49	43	89	1	0	0	0	1	0
1487	49	117	65	1	0	0	0	2	0
1488	49	44	124	0	1	0	0	3	0
1489	49	47	122	1	0	0	0	4	0
1490	49	59	120	1	0	0	0	5	0
1491	49	43	65	1	0	0	0	6	0
1492	49	117	125	1	0	0	0	7	-1
1493	49	44	89	1	0	0	0	8	0
1494	49	47	124	0	1	0	0	9	0
1495	49	59	122	1	0	0	0	10	0
1496	49	47	125	1	0	0	0	11	0
1497	49	43	120	0	1	0	0	12	0
1498	49	117	89	1	0	0	0	13	0
1499	49	44	65	1	0	0	0	14	0
1500	49	59	124	1	0	0	0	15	0
1501	50	83	61	1	0	0	0	1	0
1502	50	88	6	1	0	0	0	2	-1
1503	50	38	7	0	1	0	0	3	0
1504	50	48	9	1	0	0	0	4	0
1505	50	54	8	1	0	0	0	5	0
1506	50	37	7	1	0	0	0	6	0
1507	50	83	9	0	1	0	0	7	0
1508	50	88	61	1	0	0	0	8	0
1509	50	48	8	1	0	0	0	9	0
1510	50	54	6	0	1	0	0	10	0
1511	50	37	9	1	0	0	0	11	0
1512	50	83	7	1	0	0	0	12	0
1513	50	88	8	1	0	0	0	13	-1
1514	50	48	6	1	0	0	0	14	0
1515	50	37	61	1	0	0	0	15	0
1516	51	49	15	0	1	0	0	1	0
1517	51	40	116	1	0	0	0	2	0
1518	51	51	14	1	0	0	0	3	0
1519	51	42	16	1	0	0	0	4	0
1520	51	41	27	1	0	0	0	5	0
1521	51	49	17	0	1	0	0	6	0
1522	51	40	15	0	1	0	0	7	0
1523	51	51	116	1	0	0	0	8	0
1524	51	42	14	1	0	0	0	9	0
1525	51	41	17	0	1	0	0	10	0
1526	51	49	27	1	0	0	0	11	0
1527	51	40	16	1	0	0	0	12	0
1528	51	51	15	0	1	0	0	13	0
1529	51	42	17	1	0	0	0	14	0
1530	51	41	116	1	0	0	0	15	0
1531	52	19	93	1	0	0	0	1	0
1532	52	67	75	1	0	0	0	2	0
1533	52	22	97	1	0	0	0	3	0
1534	52	20	95	1	0	0	0	4	0
1535	52	106	53	0	1	0	0	5	0
1536	52	21	109	1	0	0	0	6	0
1537	52	67	93	1	0	0	0	7	0
1538	52	19	95	1	0	0	0	8	0
1539	52	22	75	1	0	0	0	9	0
1540	52	20	97	0	1	0	0	10	0
1541	52	21	53	0	1	0	0	11	0
1542	52	67	97	1	0	0	0	12	0
1543	52	19	75	0	1	0	0	13	0
1544	52	22	93	0	1	0	0	14	0
1545	52	20	53	1	0	0	0	15	0
1546	53	2	10	1	0	0	0	1	0
1547	53	63	113	1	0	0	0	2	0
1548	53	55	102	1	0	0	0	3	0
1549	53	4	103	1	0	0	0	4	0
1550	53	123	102	0	1	0	0	5	0
1551	53	1	10	0	1	0	0	6	0
1552	53	2	113	1	0	0	0	7	0
1553	53	63	103	1	0	0	0	8	0
1554	53	55	107	1	0	0	0	9	0
1555	53	4	10	0	1	0	0	10	0
1556	53	63	107	1	0	0	0	11	0
1557	53	123	103	1	0	0	0	12	0
1558	53	2	102	1	0	0	0	13	0
1559	53	55	107	1	0	0	0	14	0
1560	53	1	113	1	0	0	0	15	0
1561	54	87	31	1	0	0	0	1	0
1562	54	81	13	0	1	0	0	2	0
1563	54	85	12	1	0	0	0	3	0
1564	54	86	13	0	1	0	0	4	0
1565	54	78	33	1	0	0	0	5	0
1566	54	77	31	0	1	0	0	6	0
1567	54	78	30	1	0	0	0	7	0
1568	54	86	12	0	1	0	0	8	0
1569	54	85	33	0	1	0	0	9	0
1570	54	87	30	1	0	0	0	10	0
1571	54	86	31	1	0	0	0	11	0
1572	54	81	33	0	1	0	0	12	0
1573	54	78	12	0	1	0	0	13	0
1574	54	87	13	1	0	0	0	14	0
1575	54	77	30	1	0	0	0	15	0
1576	55	93	78	1	0	0	0	1	0
1577	55	93	80	1	0	0	0	2	0
1578	55	97	87	0	1	0	0	3	0
1579	55	95	81	0	1	0	0	4	0
1580	55	93	85	1	0	0	0	5	0
1581	55	96	87	0	1	0	0	6	0
1582	55	98	80	0	1	0	0	7	0
1583	55	53	78	1	0	0	0	8	0
1584	55	97	81	1	0	0	0	9	0
1585	55	96	85	1	0	0	0	10	0
1586	55	53	87	1	0	0	0	11	0
1587	55	98	85	0	1	0	0	12	0
1588	55	97	78	0	1	0	0	13	0
1589	55	96	81	1	0	0	0	14	0
1590	55	53	80	1	0	0	0	15	0
1591	56	10	47	0	1	0	0	1	0
1592	56	102	43	0	1	0	0	2	0
1593	56	103	117	0	1	0	0	3	0
1594	56	113	44	0	1	0	0	4	0
1595	56	114	59	0	1	0	0	5	0
1596	56	10	45	1	0	0	0	6	0
1597	56	102	47	0	1	0	0	7	0
1598	56	113	43	0	1	0	0	8	0
1599	56	107	117	0	1	0	0	9	0
1600	56	10	59	0	1	0	0	10	0
1601	56	102	45	0	1	0	0	11	0
1602	56	113	117	0	1	0	0	12	0
1603	56	107	44	0	1	0	0	13	0
1604	56	103	47	0	1	0	0	14	0
1605	56	103	59	0	1	0	0	15	0
1606	57	12	48	1	0	0	0	1	0
1607	57	31	35	1	0	0	0	2	0
1608	57	29	83	0	1	0	0	3	0
1609	57	30	54	0	1	0	0	4	-1
1610	57	12	37	0	1	0	0	5	0
1611	57	31	48	0	1	0	0	6	0
1612	57	29	54	0	1	0	0	7	0
1613	57	12	83	1	0	0	0	8	0
1614	57	30	88	1	0	0	0	9	0
1615	57	31	37	1	0	0	0	10	0
1616	57	30	83	1	0	0	0	11	0
1617	57	29	88	0	1	0	0	12	0
1618	57	33	37	1	0	0	0	13	0
1619	57	33	54	0	1	0	0	14	0
1620	57	33	48	1	0	0	0	15	0
1621	58	15	67	0	1	0	0	1	0
1622	58	14	19	1	0	0	0	2	0
1623	58	57	22	1	0	0	0	3	0
1624	58	17	20	0	1	0	0	4	0
1625	58	27	21	1	0	0	0	5	0
1626	58	116	67	0	1	0	0	6	0
1627	58	14	22	0	1	0	0	7	0
1628	58	57	19	1	0	0	0	8	0
1629	58	27	20	0	1	0	0	9	0
1630	58	15	21	0	1	0	0	10	0
1631	58	17	67	0	1	0	0	11	0
1632	58	116	22	1	0	0	0	12	0
1633	58	57	20	1	0	0	0	13	0
1634	58	27	19	1	0	0	0	14	0
1635	58	116	21	1	0	0	0	15	0
1636	59	39	2	1	0	0	0	1	0
1637	59	72	63	1	0	0	0	2	0
1638	59	46	1	0	1	0	0	3	0
1639	59	60	3	0	1	0	0	4	0
1640	59	46	4	1	0	0	0	5	0
1641	59	68	123	0	1	0	0	6	0
1642	59	46	2	1	0	0	0	7	0
1643	59	72	1	0	1	0	0	8	0
1644	59	73	63	1	0	0	0	9	0
1645	59	60	4	0	1	0	0	10	0
1646	59	39	3	0	1	0	0	11	0
1647	59	72	123	0	1	0	0	12	0
1648	59	39	1	1	0	0	0	13	0
1649	59	73	4	0	1	0	0	14	0
1650	59	73	123	0	1	0	0	15	0
1651	60	89	49	1	0	0	0	1	0
1652	60	65	42	1	0	0	0	2	0
1653	60	124	51	0	1	0	0	3	0
1654	60	126	50	0	1	0	0	4	0
1655	60	120	41	0	1	0	0	5	0
1656	60	89	42	0	1	0	0	6	0
1657	60	65	49	1	0	0	0	7	0
1658	60	124	41	1	0	0	0	8	0
1659	60	126	51	0	1	0	0	9	0
1660	60	120	50	0	1	0	0	10	0
1661	60	89	41	0	1	0	0	11	0
1662	60	65	51	0	1	0	0	12	0
1663	60	124	50	1	0	0	0	13	0
1664	60	126	49	0	1	0	0	14	0
1665	60	120	42	0	1	0	0	15	0
1666	61	40	102	1	0	0	0	1	0
1667	61	51	102	1	0	0	0	2	0
1668	61	42	102	1	0	0	0	3	0
1669	61	52	10	1	0	0	0	4	0
1670	61	41	10	1	0	0	0	5	0
1671	61	40	103	1	0	0	0	6	0
1672	61	51	107	1	0	0	0	7	0
1673	61	42	10	1	0	0	0	8	0
1674	61	52	103	1	0	0	0	9	0
1675	61	41	107	1	0	0	0	10	0
1676	61	42	103	1	0	0	0	11	0
1677	61	52	107	1	0	0	0	12	0
1678	61	0	0	1	0	0	0	13	0
1679	61	0	0	1	0	0	0	14	0
1680	61	0	0	1	0	0	0	15	0
1681	62	36	95	1	0	0	0	1	0
1682	62	38	93	1	0	0	0	2	0
1683	62	82	97	1	0	0	0	3	0
1684	62	35	75	1	0	0	0	4	0
1685	62	83	96	1	0	0	0	5	0
1686	62	36	53	1	0	0	0	6	0
1687	62	82	95	1	0	0	0	7	0
1688	62	38	97	1	0	0	0	8	0
1689	62	54	93	1	0	0	0	9	0
1690	62	35	53	0	1	0	0	10	0
1691	62	88	93	0	1	0	0	11	0
1692	62	82	75	1	0	0	0	12	0
1693	62	54	95	0	1	0	0	13	0
1694	62	88	53	1	0	0	0	14	-1
1695	62	36	97	1	0	0	0	15	0
1696	63	2	8	1	0	0	0	1	0
1697	63	63	9	0	1	0	0	2	0
1698	63	3	7	1	0	0	0	3	0
1699	63	4	61	0	1	0	0	4	0
1700	63	1	6	1	0	0	0	5	0
1701	63	55	8	1	0	0	0	6	0
1702	63	2	9	0	1	0	0	7	0
1703	63	63	7	0	1	0	0	8	0
1704	63	3	61	0	1	0	0	9	0
1705	63	4	6	0	1	0	0	10	0
1706	63	1	7	0	1	0	0	11	0
1707	63	55	9	0	1	0	0	12	0
1708	63	2	61	0	1	0	0	13	0
1709	63	3	6	0	1	0	0	14	0
1710	63	1	8	0	1	0	0	15	0
1711	64	43	46	1	0	0	0	1	0
1712	64	44	39	1	0	0	0	2	0
1713	64	47	60	1	0	0	0	3	0
1714	64	99	72	1	0	0	0	4	0
1715	64	59	68	1	0	0	0	5	0
1716	64	43	73	1	0	0	0	6	0
1717	64	44	60	1	0	0	0	7	0
1718	64	47	39	0	1	0	0	8	0
1719	64	99	46	0	1	0	0	9	0
1720	64	59	72	0	1	0	0	10	0
1721	64	43	39	1	0	0	0	11	0
1722	64	44	72	1	0	0	0	12	0
1723	64	47	68	1	0	0	0	13	0
1724	64	99	73	1	0	0	0	14	0
1725	64	59	60	1	0	0	0	15	0
1726	65	19	77	0	1	0	0	1	0
1727	65	67	85	1	0	0	0	2	0
1728	65	22	87	0	1	0	0	3	0
1729	65	21	81	0	1	0	0	4	0
1730	65	20	86	1	0	0	0	5	0
1731	65	19	85	0	1	0	0	6	0
1732	65	67	78	1	0	0	0	7	0
1733	65	22	86	1	0	0	0	8	0
1734	65	21	85	0	1	0	0	9	0
1735	65	20	87	0	1	0	0	10	0
1736	65	19	81	0	1	0	0	11	0
1737	65	67	87	0	1	0	0	12	0
1738	65	21	77	1	0	0	0	13	0
1739	65	22	77	0	1	0	0	14	0
1740	65	20	78	1	0	0	0	15	0
1741	66	116	89	0	1	0	0	1	0
1742	66	14	120	0	1	0	0	2	0
1743	66	15	124	1	0	0	0	3	0
1744	66	16	122	0	1	0	0	4	0
1745	66	17	126	1	0	0	0	5	0
1746	66	27	127	1	0	0	0	6	0
1747	66	116	122	1	0	0	0	7	0
1748	66	15	65	0	1	0	0	8	0
1749	66	17	89	0	1	0	0	9	0
1750	66	27	120	1	0	0	0	10	0
1751	66	14	127	1	0	0	0	11	0
1752	66	16	124	0	1	0	0	12	0
1753	66	116	65	1	0	0	0	13	0
1754	66	27	126	0	1	0	0	14	0
1755	66	15	89	1	0	0	0	15	0
