# VBA tblmatchdetail data
# Paste data below:

MatchDetailID	MatchNo	Player1	Player2	HomeScore	AwayScore	HomeVoid	AwayVoid	FrameNo	Achived8Ball
932	12	1	62	1	0	0	0	2	0
933	12	63	38	0	1	0	0	3	0
934	12	4	35	0	1	0	0	4	0
935	12	3	48	1	0	0	0	5	0
936	12	2	88	0	1	0	0	6	0
937	12	1	54	0	1	0	0	7	0
938	12	63	83	1	0	0	0	8	0
939	12	4	62	0	1	0	0	9	0
940	12	3	38	0	1	0	0	10	0
941	12	2	35	0	1	0	0	11	0
942	12	1	48	1	0	0	0	12	0
943	12	63	88	0	1	0	0	13	0
944	12	4	54	0	1	0	0	14	0
945	12	3	37	0	1	0	0	15	0
946	13	38	43	0	1	0	0	1	0
947	13	83	45	0	1	0	0	2	0
948	13	48	47	0	1	0	0	3	0
949	13	37	59	1	0	0	0	4	0
950	13	35	44	1	0	0	0	5	0
951	13	62	58	0	1	0	0	6	0
952	13	38	45	1	0	0	0	7	0
953	13	83	43	1	0	0	0	8	0
954	13	48	59	0	1	0	0	9	0
955	13	35	47	0	1	0	0	10	0
956	13	37	44	1	0	0	0	11	0
957	13	62	45	1	0	0	0	12	0
958	13	83	58	0	1	0	0	13	0
959	13	38	47	0	1	0	0	14	0
960	13	48	58	0	1	0	0	15	0
961	14	93	15	0	1	0	0	1	0
962	14	95	27	0	1	0	0	2	0
963	14	96	32	1	0	0	0	3	0
964	14	97	17	1	0	0	0	4	0
965	14	75	14	1	0	0	0	5	0
966	14	53	18	1	0	0	0	6	0
967	14	93	27	1	0	0	0	7	0
968	14	96	15	0	1	0	0	8	0
969	14	75	17	1	0	0	0	9	0
970	14	97	32	0	1	0	0	10	0
971	14	53	14	1	0	0	0	11	0
972	14	109	18	1	0	0	0	12	0
973	14	75	27	1	0	0	0	13	0
974	14	97	15	0	1	0	0	14	-1
975	14	53	32	1	0	0	0	15	0
976	15	31	23	1	0	0	0	1	0
977	15	11	23	0	1	0	0	2	0
978	15	13	23	0	1	0	0	3	0
979	15	101	89	1	0	0	0	4	0
980	15	30	66	0	1	0	0	5	0
981	15	31	65	0	1	0	0	6	0
982	15	11	89	1	0	0	0	7	0
983	15	13	66	1	0	0	0	8	0
984	15	101	65	0	1	0	0	9	0
985	15	30	89	1	0	0	0	10	0
986	15	31	66	0	1	0	0	11	0
987	15	11	65	1	0	0	0	12	0
988	15	13	110	1	0	0	0	13	0
989	15	101	110	1	0	0	0	14	0
990	15	30	110	0	1	0	0	15	0
991	16	67	111	1	0	0	0	1	0
992	16	19	39	1	0	0	0	2	0
993	16	22	46	1	0	0	0	3	0
994	16	21	60	0	1	0	0	4	0
995	16	0	0	0	1	0	0	5	0
996	16	67	72	1	0	0	0	6	0
997	16	19	46	0	1	0	0	7	0
998	16	22	72	0	1	0	0	8	0
999	16	21	39	0	1	0	0	9	0
1000	16	0	0	0	1	0	0	10	0
1001	16	22	60	1	0	0	0	11	0
1002	16	19	72	0	1	0	0	12	0
1003	16	67	46	1	0	0	0	13	0
1004	16	21	111	1	0	0	0	14	0
1005	16	0	0	0	1	0	0	15	0
1006	17	78	49	1	0	0	0	1	0
1007	17	86	42	1	0	0	0	2	0
1008	17	87	51	0	1	0	0	3	0
1009	17	85	41	0	1	0	0	4	0
1010	17	81	40	1	0	0	0	5	0
1011	17	77	49	0	1	0	0	6	0
1012	17	78	42	1	0	0	0	7	0
1013	17	86	51	0	1	0	0	8	0
1014	17	87	41	1	0	0	0	9	0
1015	17	85	40	1	0	0	0	10	0
1016	17	78	41	0	1	0	0	11	0
1017	17	86	49	0	1	0	0	12	0
1018	17	77	42	0	1	0	0	13	0
1019	17	81	51	0	1	0	0	14	0
1020	17	87	40	1	0	0	0	15	0
1021	18	7	113	1	0	0	0	1	0
1022	18	6	102	1	0	0	0	2	0
1023	18	9	112	1	0	0	0	3	0
1024	18	8	10	0	1	0	0	4	0
1025	18	61	113	1	0	0	0	5	0
1026	18	6	10	1	0	0	0	6	0
1027	18	7	112	1	0	0	0	7	0
1028	18	9	102	1	0	0	0	8	0
1029	18	8	113	1	0	0	0	9	0
1030	18	61	112	1	0	0	0	10	0
1031	18	9	10	1	0	0	0	11	0
1032	18	61	102	1	0	0	0	12	0
1033	18	0	0	1	0	0	0	13	0
1034	18	0	0	1	0	0	0	14	0
1035	18	0	0	1	0	0	0	15	0
1036	19	49	88	1	0	0	0	1	0
1037	19	42	38	1	0	0	0	2	0
1038	19	51	83	1	0	0	0	3	0
1039	19	40	37	1	0	0	0	4	0
1040	19	41	48	1	0	0	0	5	0
1041	19	51	54	1	0	0	0	6	0
1042	19	49	62	1	0	0	0	7	0
1043	19	42	88	0	1	0	0	8	0
1044	19	40	48	1	0	0	0	9	0
1045	19	41	83	0	1	0	0	10	0
1046	19	51	37	0	1	0	0	11	0
1047	19	49	54	0	1	0	0	12	0
1048	19	41	88	0	1	0	0	13	0
1049	19	42	37	1	0	0	0	14	0
1050	19	40	83	0	1	0	0	15	0
1051	20	89	93	1	0	0	0	1	0
1052	20	65	95	1	0	0	0	2	0
1053	20	23	96	0	1	0	0	3	0
1054	20	110	97	0	1	0	0	4	-1
1055	20	26	53	1	0	0	0	5	0
1056	20	34	98	0	1	0	0	6	0
1057	20	89	97	1	0	0	0	7	0
1058	20	65	93	0	1	0	0	8	0
1059	20	23	95	1	0	0	0	9	0
1060	20	110	96	0	1	0	0	10	0
1061	20	26	93	0	1	0	0	11	0
1062	20	34	97	0	1	0	0	12	0
1063	20	89	53	1	0	0	0	13	0
1064	20	65	98	1	0	0	0	14	0
1065	20	26	96	0	1	0	0	15	0
1066	21	10	29	0	1	0	0	1	0
1067	21	113	11	0	1	0	0	2	0
1068	21	103	13	0	1	0	0	3	0
1069	21	114	31	0	1	0	0	4	0
1070	21	10	30	1	0	0	0	5	0
1071	21	107	29	0	1	0	0	6	0
1072	21	113	12	0	1	0	0	7	0
1073	21	114	11	0	1	0	0	8	0
1074	21	103	31	0	1	0	0	9	0
1075	21	107	13	0	1	0	0	10	0
1076	21	10	31	0	1	0	0	11	0
1077	21	114	12	0	1	0	0	12	0
1078	21	113	30	1	0	0	0	13	0
1079	21	107	11	0	1	0	0	14	0
1080	21	103	12	0	1	0	0	15	0
1081	22	39	9	1	0	0	0	1	0
1082	22	46	8	1	0	0	0	2	0
1083	22	73	6	0	1	0	0	3	0
1084	22	72	7	0	1	0	0	4	0
1085	22	46	61	0	1	0	0	5	0
1086	22	46	9	1	0	0	0	6	0
1087	22	72	6	1	0	0	0	7	0
1088	22	68	8	0	1	0	0	8	0
1089	22	39	61	0	1	0	0	9	0
1090	22	68	7	0	1	0	0	10	0
1091	22	73	7	1	0	0	0	11	0
1092	22	72	8	1	0	0	0	12	0
1093	22	68	9	1	0	0	0	13	0
1094	22	73	61	1	0	0	0	14	0
1095	22	39	6	1	0	0	0	15	0
1096	23	2	67	0	1	0	0	1	0
1097	23	63	22	1	0	0	0	2	0
1098	23	1	19	0	1	0	0	3	0
1099	23	4	20	0	1	0	0	4	0
1100	23	3	21	1	0	0	0	5	0
1101	23	2	115	1	0	0	0	6	0
1102	23	63	67	0	1	0	0	7	0
1103	23	1	22	0	1	0	0	8	0
1104	23	4	19	1	0	0	0	9	0
1105	23	63	20	0	1	0	0	10	0
1106	23	3	22	0	1	0	0	11	0
1107	23	2	21	1	0	0	0	12	0
1108	23	4	67	0	1	0	0	13	0
1109	23	3	19	1	0	0	0	14	0
1110	23	1	20	1	0	0	0	15	0
1111	24	16	78	0	1	0	0	1	0
1112	24	16	87	0	1	0	0	2	0
1113	24	16	81	0	1	0	0	3	0
1114	24	14	85	1	0	0	0	4	0
1115	24	15	80	0	1	0	0	5	0
1116	24	116	78	1	0	0	0	6	0
1117	24	17	87	0	1	0	0	7	0
1118	24	14	81	0	1	0	0	8	0
1119	24	15	85	1	0	0	0	9	0
1120	24	116	80	1	0	0	0	10	0
1121	24	17	85	1	0	0	0	11	0
1122	24	14	78	0	1	0	0	12	0
1123	24	116	87	0	1	0	0	13	0
1124	24	17	80	0	1	0	0	14	0
1125	24	15	81	0	1	0	0	15	0
1126	25	81	89	1	0	0	0	1	0
1127	25	86	65	1	0	0	0	2	0
1128	25	85	66	0	1	0	0	3	0
1129	25	90	24	1	0	0	0	4	0
1130	25	87	23	1	0	0	0	5	0
1131	25	78	89	1	0	0	0	6	0
1132	25	77	65	0	1	0	0	7	0
1133	25	85	23	1	0	0	0	8	0
1134	25	90	66	1	0	0	0	9	0
1135	25	86	24	1	0	0	0	10	0
1136	25	87	65	1	0	0	0	11	0
1137	25	81	24	1	0	0	0	12	0
1138	25	78	66	1	0	0	0	13	0
1139	25	86	23	1	0	0	0	14	0
1140	25	87	89	1	0	0	0	15	0
1141	26	93	10	1	0	0	0	1	0
1142	26	75	102	1	0	0	0	2	0
1143	26	96	113	1	0	0	0	3	0
1144	26	97	103	1	0	0	0	4	0
1145	26	95	102	1	0	0	0	5	0
1146	26	53	10	1	0	0	0	6	0
1147	26	93	113	1	0	0	0	7	0
1148	26	75	103	1	0	0	0	8	0
1149	26	96	102	1	0	0	0	9	0
1150	26	97	107	1	0	0	0	10	0
1151	26	109	107	1	0	0	0	11	0
1152	26	95	103	1	0	0	0	12	0
1153	26	53	113	1	0	0	0	13	0
1154	26	109	10	0	1	0	0	14	0
1155	26	75	107	1	0	0	0	15	0
1156	27	88	116	0	1	0	0	1	0
1157	27	38	15	0	1	0	0	2	0
1158	27	48	14	1	0	0	0	3	0
1159	27	35	18	1	0	0	0	4	0
1160	27	83	16	1	0	0	0	5	0
1161	27	88	27	1	0	0	0	6	0
1162	27	38	116	0	1	0	0	7	0
1163	27	48	16	1	0	0	0	8	0
1164	27	35	14	0	1	0	0	9	0
1165	27	83	116	0	1	0	0	10	0
1166	27	88	16	1	0	0	0	11	0
1167	27	38	18	1	0	0	0	12	0
1168	27	48	15	1	0	0	0	13	0
1169	27	35	27	0	1	0	0	14	0
1170	27	83	27	1	0	0	0	15	0
1171	28	67	6	0	1	0	0	1	0
1172	28	19	28	1	0	0	0	2	0
1173	28	22	7	1	0	0	0	3	0
1174	28	20	61	1	0	0	0	4	0
1175	28	106	8	0	1	0	0	5	0
1176	28	67	28	1	0	0	0	6	0
1177	28	19	7	0	1	0	0	7	0
1178	28	22	6	0	1	0	0	8	0
1179	28	20	8	1	0	0	0	9	0
1180	28	106	61	1	0	0	0	10	0
1181	28	67	7	1	0	0	0	11	0
1182	28	19	8	0	1	0	0	12	0
1183	28	22	61	1	0	0	0	13	0
1184	28	20	28	1	0	0	0	14	0
1185	28	106	6	0	1	0	0	15	0
1186	29	13	39	0	1	0	0	1	0
1187	29	11	46	1	0	0	0	2	0
1188	29	31	72	0	1	0	0	3	0
1189	29	12	73	0	1	0	0	4	0
1190	29	30	68	1	0	0	0	5	0
1191	29	13	46	1	0	0	0	6	0
1192	29	11	39	0	1	0	0	7	0
1193	29	31	46	0	1	0	0	8	0
1194	29	12	72	0	1	0	0	9	0
1195	29	30	73	1	0	0	0	10	0
1196	29	13	68	0	1	0	0	11	0
1197	29	11	72	1	0	0	0	12	0
1198	29	12	68	0	1	0	0	13	0
1199	29	30	39	0	1	0	0	14	0
1200	29	31	73	0	1	0	0	15	0
1201	30	2	47	1	0	0	0	1	0
1202	30	63	59	0	1	0	0	2	0
1203	30	1	43	0	1	0	0	3	0
1204	30	55	99	0	1	0	0	4	0
1205	30	4	45	0	1	0	0	5	0
1206	30	2	59	0	1	0	0	6	0
1207	30	63	117	0	1	0	0	7	0
1208	30	1	47	0	1	0	0	8	0
1209	30	55	43	0	1	0	0	9	0
1210	30	63	99	1	0	0	0	10	0
1211	30	4	117	0	1	0	0	11	0
1212	30	2	45	0	1	0	0	12	0
1213	30	4	43	0	1	0	0	13	0
1214	30	55	117	0	1	0	0	14	0
1215	30	1	59	0	1	0	0	15	0
1216	31	10	81	1	0	0	0	1	0
1217	31	103	78	0	1	0	0	2	0
1218	31	113	87	0	1	0	0	3	0
1219	31	118	85	1	0	0	0	4	0
1220	31	10	80	0	1	0	0	5	0
1221	31	113	77	0	1	0	0	6	0
1222	31	107	87	0	1	0	0	7	0
1223	31	119	85	0	1	0	0	8	0
1224	31	119	85	0	1	0	0	9	0
1225	31	10	78	1	0	0	0	10	0
1226	31	113	81	0	1	0	0	11	0
1227	31	103	87	1	0	0	0	12	0
1228	31	107	80	1	0	0	0	13	0
1229	31	103	77	0	1	0	0	14	0
1230	31	107	78	0	1	0	0	15	0
1231	32	23	38	0	1	0	0	1	0
1232	32	66	83	0	1	0	0	2	0
1233	32	89	35	0	1	0	0	3	0
1234	32	23	37	1	0	0	0	4	0
1235	32	66	54	0	1	0	0	5	0
1236	32	120	88	0	1	0	0	6	0
1237	32	23	83	0	1	0	0	7	0
1238	32	66	38	1	0	0	0	8	0
1239	32	65	35	1	0	0	0	9	0
1240	32	89	37	0	1	0	0	10	0
1241	32	120	54	0	1	0	0	11	0
1242	32	65	88	0	1	0	0	12	0
1243	32	89	83	0	1	0	0	13	0
1244	32	120	37	0	1	0	0	14	0
1245	32	65	54	1	0	0	0	15	0
1246	33	9	13	0	1	0	0	1	0
1247	33	6	11	1	0	0	0	2	0
1248	33	8	30	1	0	0	0	3	0
1249	33	9	12	1	0	0	0	4	0
1250	33	7	31	1	0	0	0	5	0
1251	33	9	11	0	1	0	0	6	0
1252	33	61	13	0	1	0	0	7	0
1253	33	6	30	0	1	0	0	8	0
1254	33	7	12	1	0	0	0	9	0
1255	33	8	31	0	1	0	0	10	0
1256	33	7	11	0	1	0	0	11	0
1257	33	61	30	0	1	0	0	12	0
1258	33	6	13	1	0	0	0	13	0
1259	33	8	12	0	1	0	0	14	0
1260	33	61	31	1	0	0	0	15	0
1261	34	49	2	1	0	0	0	1	0
1262	34	41	63	1	0	0	0	2	0
1263	34	51	1	0	1	0	0	3	0
1264	34	42	3	1	0	0	0	4	0
1265	34	49	63	0	1	0	0	5	0
1266	34	40	4	1	0	0	0	6	0
1267	34	41	2	1	0	0	0	7	0
1268	34	51	63	1	0	0	0	8	0
1269	34	42	4	1	0	0	0	9	0
1270	34	40	3	1	0	0	0	10	0
1271	34	49	1	0	1	0	0	11	0
1272	34	41	4	1	0	0	0	12	0
1273	34	51	3	1	0	0	0	13	0
1274	34	42	2	1	0	0	0	14	0
1275	34	40	1	1	0	0	0	15	0
1276	35	46	93	0	1	0	0	1	0
1277	35	72	53	0	1	0	0	2	0
1278	35	60	108	1	0	0	0	3	0
1279	35	46	97	1	0	0	0	4	0
1280	35	73	95	1	0	0	0	5	0
1281	35	72	93	1	0	0	0	6	0
1282	35	39	53	1	0	0	0	7	-1
1283	35	111	97	0	1	0	0	8	0
1284	35	60	95	0	1	0	0	9	0
1285	35	68	95	1	0	0	0	10	0
1286	35	72	97	1	0	0	0	11	0
1287	35	73	108	1	0	0	0	12	0
1288	35	39	93	1	0	0	0	13	0
1289	35	60	53	0	1	0	0	14	0
1290	35	39	108	1	0	0	0	15	0
1291	36	47	67	0	1	0	0	1	0
1292	36	99	19	1	0	0	0	2	0
1293	36	59	22	0	1	0	0	3	0
1294	36	43	20	1	0	0	0	4	0
1295	36	45	21	1	0	0	0	5	0
1296	36	47	19	1	0	0	0	6	0
1297	36	99	22	1	0	0	0	7	0
1298	36	59	67	0	1	0	0	8	0
1299	36	43	21	1	0	0	0	9	0
1300	36	45	20	1	0	0	0	10	-1
1301	36	47	22	0	1	0	0	11	0
1302	36	99	20	1	0	0	0	12	0
1303	36	59	21	1	0	0	0	13	0
1304	36	43	19	0	1	0	0	14	0
1305	36	45	67	0	1	0	0	15	0
1306	37	88	10	1	0	0	0	1	0
1307	37	38	102	1	0	0	0	2	0
1308	37	48	113	1	0	0	0	3	0
1309	37	37	103	1	0	0	0	4	0
1310	37	54	10	1	0	0	0	5	0
1311	37	88	102	1	0	0	0	6	0
1312	37	38	113	1	0	0	0	7	0
1313	37	48	102	1	0	0	0	8	0
1314	37	37	107	1	0	0	0	9	0
1315	37	54	107	1	0	0	0	10	0
1316	37	88	113	1	0	0	0	11	0
1317	37	38	103	1	0	0	0	12	0
1318	37	48	107	1	0	0	0	13	0
1319	37	37	10	1	0	0	0	14	0
1320	37	54	103	1	0	0	0	15	0
1321	38	75	8	0	1	0	0	1	0
1322	38	93	7	1	0	0	0	2	0
1323	38	97	28	1	0	0	0	3	0
1324	38	53	61	1	0	0	0	4	0
1325	38	98	6	1	0	0	0	5	0
1326	38	96	8	0	1	0	0	6	0
1327	38	75	28	0	1	0	0	7	0
1328	38	97	7	0	1	0	0	8	0
1329	38	93	6	1	0	0	0	9	0
1330	38	53	7	1	0	0	0	10	0
1331	38	98	61	0	1	0	0	11	0
1332	38	97	8	1	0	0	0	12	0
1333	38	93	61	1	0	0	0	13	0
1334	38	75	6	1	0	0	0	14	0
1335	38	53	28	0	1	0	0	15	0
1336	39	2	116	1	0	0	0	1	0
1337	39	63	27	1	0	0	0	2	0
1338	39	1	32	1	0	0	0	3	0
1339	39	3	16	0	1	0	0	4	0
1340	39	4	14	1	0	0	0	5	0
1341	39	2	17	1	0	0	0	6	0
1342	39	63	116	0	1	0	0	7	0
1343	39	4	116	1	0	0	0	8	0
1344	39	1	16	0	1	0	0	9	0
1345	39	63	32	1	0	0	0	10	0
1346	39	3	14	1	0	0	0	11	0
1347	39	2	27	1	0	0	0	12	0
1348	39	4	17	0	1	0	0	13	0
1349	39	3	27	1	0	0	0	14	0
1350	39	1	14	1	0	0	0	15	0
1351	40	85	46	0	1	0	0	1	0
1352	40	121	73	0	1	0	0	2	0
1353	40	90	72	0	1	0	0	3	0
1354	40	87	39	0	1	0	0	4	0
1355	40	80	60	0	1	0	0	5	0
1356	40	86	46	0	1	0	0	6	0
1357	40	77	46	0	1	0	0	7	0
1358	40	121	72	1	0	0	0	8	0
1359	40	86	73	0	1	0	0	9	0
1360	40	85	60	1	0	0	0	10	0
1361	40	90	39	0	1	0	0	11	0
1362	40	87	72	1	0	0	0	12	0
1363	40	80	39	0	1	0	0	13	0
1364	40	77	73	1	0	0	0	14	0
1365	40	121	60	1	0	0	0	15	0
1366	41	19	13	0	1	0	0	1	0
1367	41	67	11	1	0	0	0	2	0
1368	41	106	31	1	0	0	0	3	0
1369	41	22	33	0	1	0	0	4	0
1370	41	20	30	0	1	0	0	5	0
1371	41	21	13	0	1	0	0	6	0
1372	41	67	33	0	1	0	0	7	0
1373	41	22	11	1	0	0	0	8	0
1374	41	20	31	1	0	0	0	9	0
1375	41	106	30	0	1	0	0	10	0
1376	41	67	31	1	0	0	0	11	0
1377	41	21	33	1	0	0	0	12	0
1378	41	22	30	0	1	0	0	13	0
1379	41	19	11	0	1	0	0	14	0
1380	41	20	13	0	1	0	0	15	0
1381	42	43	40	1	0	0	0	1	0
1382	42	117	100	1	0	0	0	2	0
1383	42	47	84	1	0	0	0	3	0
1384	42	44	51	1	0	0	0	4	0
1385	42	45	52	1	0	0	0	5	0
1386	42	43	100	1	0	0	0	6	0
1387	42	117	40	0	1	0	0	7	0
1388	42	47	51	0	1	0	0	8	0
1389	42	44	52	1	0	0	0	9	0
1390	42	45	84	1	0	0	0	10	0
1391	42	117	51	1	0	0	0	11	0
1392	42	47	52	0	1	0	0	12	0
1393	42	43	84	0	1	0	0	13	0
1394	42	45	100	1	0	0	0	14	0
1395	42	44	40	1	0	0	0	15	0
1396	43	46	83	0	1	0	0	1	0
1397	43	72	88	1	0	0	0	2	0
1398	43	60	48	1	0	0	0	3	0
1399	43	73	38	0	1	0	0	4	0
1400	43	39	54	1	0	0	0	5	0
1401	43	72	38	0	1	0	0	6	0
1402	43	46	37	0	1	0	0	7	0
1403	43	60	83	0	1	0	0	8	-1
1404	43	39	88	0	1	0	0	9	0
1405	43	46	54	0	1	0	0	10	0
1406	43	72	83	0	1	0	0	11	0
1407	43	39	48	1	0	0	0	12	0
1408	43	60	37	1	0	0	0	13	0
1409	43	73	88	0	1	0	0	14	0
1410	43	73	37	1	0	0	0	15	0
1411	44	28	78	0	1	0	0	1	0
1412	44	9	87	1	0	0	0	2	0
1413	44	8	85	1	0	0	0	3	0
1414	44	7	80	0	1	0	0	4	0
1415	44	6	81	1	0	0	0	5	0
1416	44	28	87	1	0	0	0	6	0
1417	44	9	78	1	0	0	0	7	0
1418	44	7	81	1	0	0	0	8	0
1419	44	8	80	0	1	0	0	9	0
1420	44	6	78	1	0	0	0	10	0
1421	44	7	85	1	0	0	0	11	0
1422	44	28	81	1	0	0	0	12	0
1423	44	9	85	0	1	0	0	13	0
1424	44	8	87	0	1	0	0	14	0
1425	44	6	80	0	1	0	0	15	0
1426	45	49	19	1	0	0	0	1	0
1427	45	41	67	1	0	0	0	2	0
1428	45	42	22	0	1	0	0	3	0
1429	45	51	115	1	0	0	0	4	0
1430	45	52	20	1	0	0	0	5	0
