# VBA tblplayerresult data
# Paste data below:

PlayerResultID	MatchNo	FrameNo	PlayerID	Played	Result	EightBall	OppRating	PlayerRating	WeekNo
529	18	10	61	112	-1	0	1000	1250	3
530	18	10	112	61	0	0	1134	850	3
531	18	11	9	10	-1	0	924	1155	3
532	18	11	10	9	0	0	1039	779	3
533	18	12	61	102	-1	0	900	1125	3
534	18	12	102	61	0	0	1134	850	3
535	18	13	0	0	-1	0	1021	1276	3
536	18	13	0	0	0	0	1021	766	3
537	18	14	0	0	-1	0	1021	1276	3
538	18	14	0	0	0	0	1021	766	3
539	18	15	0	0	-1	0	1021	1276	3
540	18	15	0	0	0	0	1021	766	3
541	19	1	49	88	-1	0	1240	1550	4
542	19	1	88	49	0	0	1094	820	4
543	19	2	42	38	-1	0	1047	1309	4
544	19	2	38	42	0	0	1036	777	4
545	19	3	51	83	-1	0	930	1162	4
546	19	3	83	51	0	0	1250	938	4
547	19	4	40	37	-1	0	1298	1622	4
548	19	4	37	40	0	0	986	740	4
549	19	5	41	48	-1	0	771	964	4
550	19	5	48	41	0	0	1125	844	4
551	19	6	51	54	-1	0	1266	1582	4
552	19	6	54	51	0	0	1250	938	4
553	19	7	49	62	-1	0	994	1242	4
554	19	7	62	49	0	0	1094	820	4
555	19	8	42	88	0	0	1240	930	4
556	19	8	88	42	-1	0	1036	1295	4
557	19	9	40	48	-1	0	771	964	4
558	19	9	48	40	0	0	986	740	4
559	19	10	41	83	0	0	930	698	4
560	19	10	83	41	-1	0	1125	1406	4
561	19	11	51	37	0	0	1298	974	4
562	19	11	37	51	-1	0	1250	1562	4
563	19	12	49	54	0	0	1266	950	4
564	19	12	54	49	-1	0	1094	1368	4
565	19	13	41	88	0	0	1240	930	4
566	19	13	88	41	-1	0	1125	1406	4
567	19	14	42	37	-1	0	1298	1622	4
568	19	14	37	42	0	0	1036	777	4
569	19	15	40	83	0	0	930	698	4
570	19	15	83	40	-1	0	986	1232	4
571	20	1	89	93	-1	0	1267	1584	4
572	20	1	93	89	0	0	1064	798	4
573	20	2	65	95	-1	0	889	1111	4
574	20	2	95	65	0	0	1184	888	4
575	20	3	23	96	0	0	991	743	4
576	20	3	96	23	-1	0	1034	1292	4
577	20	4	110	97	0	0	1094	820	4
578	20	4	97	110	-1	-1	1048	1415	4
579	20	5	26	53	-1	0	987	1234	4
580	20	5	53	26	0	0	1127	845	4
581	20	6	34	98	0	0	1068	801	4
582	20	6	98	34	-1	0	826	1032	4
583	20	7	89	97	-1	0	1094	1368	4
584	20	7	97	89	0	0	1064	798	4
585	20	8	65	93	0	0	1267	950	4
586	20	8	93	65	-1	0	1184	1480	4
587	20	9	23	95	-1	0	889	1111	4
588	20	9	95	23	0	0	1034	776	4
589	20	10	110	96	0	0	991	743	4
590	20	10	96	110	-1	0	1048	1310	4
591	20	11	26	93	0	0	1267	950	4
592	20	11	93	26	-1	0	1127	1409	4
593	20	12	34	97	0	0	1094	820	4
594	20	12	97	34	-1	0	826	1032	4
595	20	13	89	53	-1	0	987	1234	4
596	20	13	53	89	0	0	1064	798	4
597	20	14	65	98	-1	0	1068	1335	4
598	20	14	98	65	0	0	1184	888	4
599	20	15	26	96	0	0	991	743	4
600	20	15	96	26	-1	0	1127	1409	4
601	21	1	10	29	0	0	1115	836	4
602	21	1	29	10	-1	0	933	1166	4
603	21	2	113	11	0	0	1113	835	4
604	21	2	11	113	-1	0	829	1036	4
605	21	3	103	13	0	0	978	734	4
606	21	3	13	103	-1	0	825	1031	4
607	21	4	114	31	0	0	984	738	4
608	21	4	31	114	-1	0	1000	1250	4
609	21	5	10	30	-1	0	973	1216	4
610	21	5	30	10	0	0	933	700	4
611	21	6	107	29	0	0	1115	836	4
612	21	6	29	107	-1	0	853	1066	4
613	21	7	113	12	0	0	989	742	4
614	21	7	12	113	-1	0	829	1036	4
615	21	8	114	11	0	0	1113	835	4
616	21	8	11	114	-1	0	1000	1250	4
617	21	9	103	31	0	0	984	738	4
618	21	9	31	103	-1	0	825	1031	4
619	21	10	107	13	0	0	978	734	4
620	21	10	13	107	-1	0	853	1066	4
621	21	11	10	31	0	0	984	738	4
622	21	11	31	10	-1	0	933	1166	4
623	21	12	114	12	0	0	989	742	4
